score,domain,merchant_name,possible_official_url,title,snippet,query,occurrences,source_files,discovery_statuses,result_bucket,result_reason,v2_bucket,v2_reason
65,derrylinoptical.com,Derrylin Optical Gift Voucher,https://www.derrylinoptical.com/products/derrylin-optical-gift-voucher?srsltid=AfmBOopxyEuAc8DnfYz-ZgOdMoW3Hol3ovfs6007mRQhMy3ewvKEg9OY,Derrylin Optical Gift Voucher,"A great gift idea for your friends and family who wear glasses, sunglasses or contact lenses.","""eyewear"" ""gift voucher"" Greece",6,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,MANUAL_REVIEW,foreign_or_unclear_market_relevance
100,designnest.eu,Gift Card - DesignNest Europe Online Store,https://www.designnest.eu/products/gift-cards-from-10-100?srsltid=AfmBOor0dlUq3dZ0PsMady1PVg8u0r-_sNmvzAW9dizC_fjoQiNBabY-,Gift Card - DesignNest Europe Online Store,"In the email, you should receive our virtual gift card along with the code. | Step 2 |. Enjoy shopping at our DesignNest Europe Online Store! Add your wish ...","""Europe"" retail ""gift card"" official",4,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,MANUAL_REVIEW,foreign_or_unclear_market_relevance
100,drivar.com,Porsche 911 Classic Rental Gift Voucher - DRIVAR,https://drivar.com/en/shop/porsche-911-classic-rental-gift-voucher/,Porsche 911 Classic Rental Gift Voucher - DRIVAR,Porsche 911 Classic Rental Gift Voucher - Image 9. DESCRIPTION. Gift Voucher for a Porsche 911 Classic Rental ... Wedding car rental · Rent a Limousine · Rent a ...,"""car rental"" ""gift voucher"" Greece",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,MANUAL_REVIEW,foreign_or_unclear_market_relevance
100,eatpolska.com,"Eat Polska Gift Vouchers | Food, Vodka, Beer & Wine Tours in Poland",https://eatpolska.com/gift-vouchers/,"Eat Polska Gift Vouchers | Food, Vodka, Beer & Wine Tours in Poland",... Trip · Lesser Poland and Subcarpathia Culinary Trip · We're Eat Polska · Blog · FAQ · Contact Us · polski. BUY A GIFT VOUCHER FOR ONE OF OUR TOURS! Gift ...,"""Poland"" travel ""gift voucher"" official",4,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,MANUAL_REVIEW,foreign_or_unclear_market_relevance
100,elitecrafters.com,Elitecrafters Gift Certificate - Gift Voucher 300,https://www.elitecrafters.com/en/elitecrafters-gift-certificate-gift-voucher-300?srsltid=AfmBOopbVO8fMQ_QK1dxAvBa-sAPwwD_BGP7r5x6YDSivv5918f3J2G7,Elitecrafters Gift Certificate - Gift Voucher 300,"EliteCrafters Gift Card 300€. Treat the special people in your life to a special gift they will truly treasure, send them a Gift Certificate or Gift Voucher ...","""wedding"" ""gift voucher"" Greece",5,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,MANUAL_REVIEW,foreign_or_unclear_market_relevance
80,elysianwatches.com,Elysian watches Gift Voucher – ElysianWatches,https://elysianwatches.com/en/products/elysianwatches-cadeaubon?srsltid=AfmBOorpPsqCsnJYZExfO0HScIlhxbqKNnaQ_IvCSUZ-4jqna0-9NHKd,Elysian watches Gift Voucher – ElysianWatches,"Home Elysian watches Gift Voucher. Elysian watches Gift Voucher. Regular price €10,00. Unit price / per. Taxes included. Shipping calculated at checkout.","""watches"" ""gift voucher"" Greece",6,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,MANUAL_REVIEW,foreign_or_unclear_market_relevance
80,en.webtours.bg,Gift voucher - WEB TOURS,https://en.webtours.bg/gifts,Gift voucher - WEB TOURS,"GIFT VOUCHER. Give the gift of travel! Our vouchers allow your loved ones to choose their perfect adventure. Flexible, convenient and valid for 12 months ...","""Bulgaria"" travel ""gift voucher"" official",5,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,MANUAL_REVIEW,foreign_or_unclear_market_relevance
100,eventuria.travel,Easy Online Gift Vouchers | Eventuria.Travel,https://eventuria.travel/en/landing/9177/gift-voucher,Easy Online Gift Vouchers | Eventuria.Travel,"A gift voucher is more than a refined gesture. It's an invitation to a ... It's valid for concerts, sports, festivals and holidays in Romania or abroad.","""Romania"" travel ""gift voucher"" official",4,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,MANUAL_REVIEW,foreign_or_unclear_market_relevance
80,flightgift.com,Flightgift: The Best Airline Gift Card for Flexibility,https://www.flightgift.com/,Flightgift: The Best Airline Gift Card for Flexibility,"With worldwide shipping and 24/7 customer support, Flightgift is the ultimate airline gift card for every journey. ... Evmolpidon 2311854 AthensGreece. us.","""airline"" ""gift card"" Greece",6,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,MANUAL_REVIEW,foreign_or_unclear_market_relevance
100,floresin.com,Δωροκάρτα Floresin,https://floresin.com/shop/gift-card-floresin/,Δωροκάρτα Floresin,Η Δωροκάρτα Floresin είναι ο πιο απλός και κομψός τρόπος για να κάνεις δώρο. Με τη φρεσκάδα των πιο όμορφων λουλουδιών που φέρνουν χαμόγελα. ​ Ιδανική για ...,"""flowers"" ""δωροκάρτα"" Greece",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,MANUAL_REVIEW,foreign_or_unclear_market_relevance
100,focusedevents.com,Focused Events Gift Vouchers,https://www.focusedevents.com/trip/focused-events-gift-vouchers/,Focused Events Gift Vouchers,"A Focused Events Gift Voucher is an ideal gift for all riders wanting to ride their bike (or one of our hirebikes) on a real race circuit, from complete ...","""events"" ""gift voucher"" Greece",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,MANUAL_REVIEW,foreign_or_unclear_market_relevance
85,freraofsweden.se,Digital Gift Card - Frera Of Sweden - Your Lifestyle Store,https://freraofsweden.se/en/products/digitalt-presentkort?srsltid=AfmBOoqjkiVbJZfQlG5Q0DOVb_OYD8ftnX2_v_A7x93cj8ET2k7uo-Bs,Digital Gift Card - Frera Of Sweden - Your Lifestyle Store,Digital Gift Card – Frera of Sweden. Give the gift of choice with a digital gift card from Frera of Sweden – the perfect present for any occasion!,"""Sweden"" beauty ""gift card"" official",5,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,MANUAL_REVIEW,foreign_or_unclear_market_relevance
85,freyanails.com,Gift Voucher - Freya Nails Bulgaria,https://freyanails.com/en/products/podarachen-vaucher,Gift Voucher - Freya Nails Bulgaria,"Provide the perfect gift with the Freya Nails gift voucher. Ideal for manicure lovers, it allows them to choose their personal preferences from our online ...","""nails"" ""gift voucher"" Greece",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,MANUAL_REVIEW,foreign_or_unclear_market_relevance
85,fuganti.be,Gift voucher Fuganti,https://fuganti.be/en/products/cadeaubon-fuganti?srsltid=AfmBOop07fmFt7L7FbD_KdzOxa9q0dBKAFgMmjkuXlmD_PDItqbgYZnv,Gift voucher Fuganti,"Buying a gift for your girlfriend, sister, mum, or your loved one, but not quite sure what? Then this gift voucher is the perfect solution!","""sportswear"" ""gift voucher"" Greece",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,MANUAL_REVIEW,foreign_or_unclear_market_relevance
100,gardenofficial.com,Gardenofficial,https://gardenofficial.com/product/e-gift-card/?srsltid=AfmBOoogjRFXyvjHtSgfkPw3J6ie3Ca6qdsoTdEVUVY2Mfm7xWEWj9lV,E-Gift Card | GARDEN,"Οι δωροκάρτες Garden είναι η ιδανική λύση για κάθε περίσταση, προσφέροντας τη ... Δωροκάρτα · ΔΩΡΟΚΑΡΤΑ · BLOG · ΧΟΝΔΡΙΚΗ ΠΩΛΗΣΗ · ΕΠΙΚΟΙΝΩΝΙΑ · BEAUTY EVENTS; GR ...","""garden"" ""δωροκάρτα"" Greece",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,MANUAL_REVIEW,foreign_or_unclear_market_relevance
100,garderobeitaly.com,Garde Robe Italy Gift Card: The Perfect Gift,https://www.garderobeitaly.com/en/gift-card-garde-robe-italy/,Garde Robe Italy Gift Card: The Perfect Gift,"Garde Robe Italy Gift Card: The Perfect Gift. Garde Robe Italy gift cards are an elegant gift perfect for any special occasion, ...","""Italy"" fashion ""gift card"" official",4,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,MANUAL_REVIEW,foreign_or_unclear_market_relevance
85,gavekort.scandichotels.dk,Scandic Hotels gift cards,https://gavekort.scandichotels.dk/shop/lang/en,Scandic Hotels gift cards,Redeemable at any Scandic Hotel in Denmark and valid for 12 months from the day you purchased it. The gift card can be printed or sent to the recipient by email ...,"""Denmark"" hotel ""gift card"" official",5,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,MANUAL_REVIEW,foreign_or_unclear_market_relevance
85,gavekort.scandichotels.no,Scandic Hotels gift cards,https://gavekort.scandichotels.no/shop/lang/en,Scandic Hotels gift cards,Redeemable at any Scandic Hotel in Norway and valid for 12 months. The gift card can be printed or sent to the recipient by email. The gift card can not be used ...,"""Norway"" hotel ""gift card"" official",5,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,MANUAL_REVIEW,foreign_or_unclear_market_relevance
100,german-car-accessories.com,German Car Accessories Gift Card,https://german-car-accessories.com/products/german-car-accessories-gift-card?srsltid=AfmBOorpAE-c2tf8mC7j57h9p9qHXIkUZo8Pu-XpBme78CqntMR_ec7Z,German Car Accessories Gift Card,"German Car Accessories Gift Card ... No Tax & FREE 5-8 Day USA Shipping! ... See supported models, engine compatibility, and key specs in the description below.","""car accessories"" ""gift card"" Greece",5,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,MANUAL_REVIEW,foreign_or_unclear_market_relevance
100,giftcardgranny.com,"Check Gift Card Balance Online for 1,000+ Brands",https://www.giftcardgranny.com/gift-card-balance-check/,"Check Gift Card Balance Online for 1,000+ Brands | GiftCardGranny","Check the balance of gift cards from 1,000+ retailers and restaurants. Most balance checks are instant online using your card number and PIN.","""Marousi"" ""restaurant"" ""gift card""",1,data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,MANUAL_REVIEW,foreign_or_unclear_market_relevance
100,giftcardmarket.com,Market - Instant Gift Cards via Text for ...,https://www.giftcardmarket.com/,Gift Card Market - Instant Gift Cards via Text for ...,"Send instant e gift cards online via text for restaurants, spas & salons. Email gift cards and print gift cards for friends, mom, and loved ones. Gift local.","""Marousi"" ""restaurant"" ""gift card""",2,data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,MANUAL_REVIEW,foreign_or_unclear_market_relevance
100,giftcardplace.com,Place - Buy & Sell Gift Cards For Discount ...,https://www.giftcardplace.com/gift-card-balance-check,Gift Card Place - Buy & Sell Gift Cards For Discount ...,"Buy gift cards for up to 60% off discount. Sell your gift cards and get up to 90% value as cash. GiftCardPlace.com is the largest discount gift card marketplace, where you can compare the gift card discounts and save money.","""Marousi"" ""restaurant"" ""gift card""",1,data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,MANUAL_REVIEW,foreign_or_unclear_market_relevance
100,giorgiafratta.com,Gift Card Giorgia Fratta | Give the Women's Fashion Made ...,https://www.giorgiafratta.com/en/products/gift-card?srsltid=AfmBOorN_xDQYBt6Oxe-8A-vrsMDGIDjkQhSV7ojztGxs5_32aJDuqmn,Gift Card Giorgia Fratta | Give the Women's Fashion Made ...,Give a Giorgia Fratta Gift Card and leave the freedom to choose women's clothing and accessories made in Italy. Buy it online in just a few clicks!,"""Italy"" fashion ""gift card"" official",4,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,MANUAL_REVIEW,foreign_or_unclear_market_relevance
100,gofurnit.com,Gofurnit gift voucher,https://www.gofurnit.com/en-eu/products/gofurnit-gift-voucher?srsltid=AfmBOorlt8PIcaoFxOr-ssIemaOrzCD8EaisLUgCzP-GdOjLzWhFJeqW,Gofurnit gift voucher,"Gofurnit gift voucher. Ready assembled. Free shipping in DE. 30 ... Customers praise the beautiful designs, high-quality materials, and warm ambient lighting.","""lighting"" ""gift voucher"" Greece",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,MANUAL_REVIEW,foreign_or_unclear_market_relevance
100,gsasport.com,GSA eGift Card | GSA Sport GR,https://www.gsasport.com/gr/product/gsa-egift-card/,GSA eGift Card | GSA Sport GR,"Yoga · Performance · Οργανικές · ΠΑΠΟΥΤΣΙΑ · Slides · Sneakers · ΑΞΕΣΟΥΑΡ · Αξεσουάρ ... Enter gift card recipient emails, separated by comma (,). From * Enter ...","""Peristeri"" ""yoga"" ""gift card""",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,MANUAL_REVIEW,foreign_or_unclear_market_relevance
100,gunnar.fr,Gunnar Gift Card – Premium Blue Light Eyewear,https://gunnar.fr/en/products/gunnar-gift-card,Gunnar Gift Card – Premium Blue Light Eyewear,"Give the gift of gaming glasses & computer eyewear. The Gunnar Gift Card is available from €15 to €200, redeemable sitewide.","""eyewear"" ""gift card"" Greece",5,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,MANUAL_REVIEW,foreign_or_unclear_market_relevance
100,haircarecyprus.com,HairCare Cyprus Digital Gift Voucher,https://www.haircarecyprus.com/products/haircarecyprus-digital-gift-voucher?srsltid=AfmBOor4m47x3YFfmP1ngX97nI6HEqqp_R7YUHq93maPzbY71Csm_4RV,HairCare Cyprus Digital Gift Voucher,Give the gift of great hair. The HairCare Cyprus Digital Gift Voucher is delivered instantly by email and can be spent on anything in store — from L'Oréal ...,"""haircare"" ""gift voucher"" Greece",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,MANUAL_REVIEW,foreign_or_unclear_market_relevance
100,headlineaudio.store,Headline Audio Gift Card,https://headlineaudio.store/products/headline-audio-gift-card?srsltid=AfmBOooSORGNS-N4nOhCPsBxQlitBLmxK0wERHsPt3EgHTvVZWMTJZfH,Headline Audio Gift Card,"Give the gift of music with a Headline Audio Gift Card! Perfect for musicians and audio enthusiasts, our gift cards can be used on any product in our store.","""audio"" ""gift card"" Greece",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,MANUAL_REVIEW,foreign_or_unclear_market_relevance
85,help.uber.com,Πώς να αγοράσετε και να χρησιμοποιήσετε δωροκάρτες Uber,https://help.uber.com/el-GR/ubereats/restaurants/article/uber-cadeaubonnen-kopen-en-gebruiken-?nodeId=6a654583-8df1-4e6c-a697-8ad81181e8a5,Πώς να αγοράσετε και να χρησιμοποιήσετε δωροκάρτες Uber,Physical gift cards will be sold at pharmacy or convenience stores ... Uber Gift Card has a PIN/ Serial number. If you add a PIN code to your ...,"""pharmacy"" ""gift card"" Greece",6,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,MANUAL_REVIEW,foreign_or_unclear_market_relevance
80,hotelgift.com,"#1 Hotel Gift Card for +750,000 Global Hotels | Hotelgift",https://www.hotelgift.com/,"#1 Hotel Gift Card for +750,000 Global Hotels | Hotelgift",The #1 best-selling hotel gift card redeemable on 750000+ hotels and 1200+ hotel chains in more than 170 countries worldwide.,"""hotel"" ""gift card"" Greece",6,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,MANUAL_REVIEW,foreign_or_unclear_market_relevance
100,hotelgiftcard.com,The #1 Hotel Gift Card in Italy!,https://www.hotelgiftcard.com/en-it/,The #1 Hotel Gift Card in Italy!,The #1 Hotel Gift Card in Italy! Order Now. /sites/default/files/2025-01 ... The hotel gift card with which you are guaranteed to give an unforgettable experience ...,"""Italy"" hotel ""gift card"" official",6,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,MANUAL_REVIEW,foreign_or_unclear_market_relevance
100,hotelpuntagrande.com,"Gift cards and vouchers - Hotel Puntagrande - Canary islands, Spain",https://hotelpuntagrande.com/gift-cards-vouchers/,"Gift cards and vouchers - Hotel Puntagrande - Canary islands, Spain",It will automatically be transformed into a gift card as soon as your chosen date is reached. ... Spain. Contact us. Chat on WhatsApp. CERTIFICATIONS. Awards ...,"""Spain"" hotel ""gift card"" official",4,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,MANUAL_REVIEW,foreign_or_unclear_market_relevance
100,iberia.com,Iberia Gift Card - The best way to give the gift of Travel,https://www.iberia.com/gr/gift-card/,Iberia Gift Card - The best way to give the gift of Travel,Luggage. Luggage; Hand luggage · Checked baggage · Baggage Service Centre · More ... Use of the gift card. The recipient can use the gift card whenever they want ...,"""luggage"" ""gift card"" Greece",3,data\discovery\mass-harvest-v5\clean-v5.3\greece-market-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,MANUAL_REVIEW,foreign_or_unclear_market_relevance
80,indybeauty.si,Gift Card - Indy Beauty,https://indybeauty.si/en/products/darilni-bon,Gift Card - Indy Beauty,""" The perfect gift for all lovers of quality makeup? It's an Indy Beauty gift voucher!"" Regular price €26,90. € ...","""beauty"" ""gift voucher"" Greece",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,MANUAL_REVIEW,foreign_or_unclear_market_relevance
85,ingla.de,Ingla gift voucher,https://ingla.de/en/products/ingla-geschenkgutschein?srsltid=AfmBOooIsnGt2XVIOmlRs3XmMm8IXVdBVv9QentVtOQHgVeu4i5SLYla,Ingla gift voucher,Ingla gift voucher. ingla concept store. Ingla gift voucher. Sale price€10. Tax included. Shipping calculated at checkout. nominal values: €10. nominal values.,"""concept store"" ""gift voucher"" Greece",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,MANUAL_REVIEW,foreign_or_unclear_market_relevance
100,iouliavasilaki.com,Gift Card – Ioulia Vasilaki – E-Shop,https://iouliavasilaki.com/product/gift-card/?srsltid=AfmBOoq03q3LcgQRJu-4mk0N1pwXg9PVfV1d0QVEFEr1DPWyuZ_yqYIN,Gift Card – Ioulia Vasilaki – E-Shop,Gifts ... Ioulia Vasilaki gift card is valid for 12 months and redeemable online at www.iouliavasilaki.com or by visiting our showroom in Kifisia.,"""Kifisia"" ""gifts"" ""gift card""",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,MANUAL_REVIEW,foreign_or_unclear_market_relevance
85,iteurope.es,It Europe Gift Card,https://iteurope.es/en/products/tarjeta-regalo-it-europe?srsltid=AfmBOopuSbnAFVW5D2RPgEyaQHpz8TUnt05sL29NgR28MW988xHNcrgR,It Europe Gift Card,"Gift summer with this IT Europe gift card and let them choose their favorites. It is sent by email with a unique code to redeem online at checkout, quickly, ...","""Europe"" fashion ""gift card"" official",5,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,MANUAL_REVIEW,foreign_or_unclear_market_relevance
100,itokos.com,Itokos Grill Gift Cards,https://itokos.com/gift-cards,Itokos Grill Gift Cards,"Give the gift of a delicious meal with our restaurant gift cards! Perfect for any occasion, our gift cards can be used for takeout or delivery. Gift Card Amount.","""Kos"" ""restaurant"" ""gift card""",1,data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,MANUAL_REVIEW,foreign_or_unclear_market_relevance
100,jagdhof.com,Gift voucher - Give a Jagdhof holiday,https://www.jagdhof.com/en/the-jagdhof/gift-card,Gift voucher - Give a Jagdhof holiday,a treatment or choose from one of our advantageous package-vouchers. All. Beauty & Spa. Gourmet. Piri Specials. Gift Voucher. From €30.00. Gift Voucher. Details.,"""gourmet"" ""gift voucher"" Greece",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,MANUAL_REVIEW,foreign_or_unclear_market_relevance
80,jawollbaby.de,Jawoll Baby Gift Voucher,https://www.jawollbaby.de/en/products/jawoll-baby-geschenkgutschein?srsltid=AfmBOoqtDgqKOs2PEN0PpzrA9SDuDFKpubHELoesm9UjUsyftPSkEj4f,Jawoll Baby Gift Voucher,"Jawoll Baby Gift Voucher. Jawoll Baby Gift Voucher. Regular price €10,00 EUR.","""baby"" ""gift voucher"" Greece",5,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,MANUAL_REVIEW,foreign_or_unclear_market_relevance
