bucket,reason,domain,merchantName,possibleOfficialUrl,title,score,occurrences,notes,sourceFiles
REJECT,editorial_reseller_platform_or_promo_signal,insomnia.gr,Aγορά Gaming Gift Cards με επιστροφή σε Yellows της ...,https://www.insomnia.gr/forums/topic/804030-a%CE%B3%CE%BF%CF%81%CE%AC-gaming-gift-cards-%CE%BC%CE%B5-%CE%B5%CF%80%CE%B9%CF%83%CF%84%CF%81%CE%BF%CF%86%CE%AE-%CF%83%CE%B5-yellows-%CF%84%CE%B7%CF%82-%CE%B1%CE%BE%CE%AF%CE%B1%CF%82-%CF%83%CF%85%CE%BD%CE%B1%CE%BB%CE%BB%CE%B1%CE%B3%CE%AE%CF%82-winbank-%CF%84%CE%B5%CE%BB%CE%BF%CF%83/page/9/,Aγορά Gaming Gift Cards με επιστροφή σε Yellows της ...,100,1,Aγορά Gaming Gift Cards με επιστροφή σε Yellows της αξίας συναλλαγής - Winbank [ΤΕΛΟΣ] ... gift card του αξίας 100 ευρώ ας πούμε με την mastercard ...,data\discovery\mega-harvest-v6\clean-v6\review.csv | data\discovery\review-universe-v1\still-review.csv
REJECT,editorial_reseller_platform_or_promo_signal,kospilarhotel.com,KOS Pilar Hotel,https://www.kospilarhotel.com/en/category/Gift-Card,Gift Card - KOS Pilar Hotel,100,2,Gift Card. Tienda / Gift Card · Gift Card · Gift Card. $200.000 ... SPA & FITNESS CENTER · TRUFA RESTAURANT. Newsletter ... All rights reserved | KOS Pilar Hotel.,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\review-universe-v2\manual-review.csv
REJECT,editorial_reseller_platform_or_promo_signal,m-s-v.eu,MSV Vouchers,https://m-s-v.eu/en/stands-cables-accessories/gift-voucher/?srsltid=AfmBOormGxXvgh-hKxXst6oMe4rzxoRZS6Svxj96Z6JE_lP7JYEhROd5,MSV Vouchers,55,1,"Audio & PA · DJ · Cases · Stands, Cables, Accessories · SALE · News · Show all Music ... MSV Gift Voucher EUR 150,00. MSV Gift Vouchers ...",data\discovery\mega-harvest-v6\clean-v6\review.csv | data\discovery\review-universe-v1\still-review.csv
REJECT,editorial_reseller_platform_or_promo_signal,marashoes.gr,Αγοράστε μία Δωροεπιταγή,https://marashoes.gr/pages/agora-dwroepitagis?srsltid,Αγοράστε μία Δωροεπιταγή,85,2,"Mara Shoes Newsletter ... Αυτό το Email δεν είναι έκγυρο ή χρησιμοποιείται ήδη. Κλείσιμο. Αγοράστε μία Δωροεπιταγή ... Copyright © 2026, Mara Shoes. Αρ. ΓΕΜΗ: ...",data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\review-universe-v1\still-review.csv
REJECT,editorial_reseller_platform_or_promo_signal,mgc-europe.com,"Portugal's gift card market, quiet boom with growing opportunity",https://mgc-europe.com/f/portugal%E2%80%99s-gift-card-market-quiet-boom-with-growing-opportunity,"Portugal's gift card market, quiet boom with growing opportunity",100,4,OláCard. Portugal's leading gift card marketplace. Proof that we don't just advise — we build and operate successful platforms. Discover OláCard →.,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\review-universe-v1\still-review.csv
REJECT,editorial_reseller_platform_or_promo_signal,miamitattoo.gr,TATTOO GIFT CARD -,https://miamitattoo.gr/news/EN/Our_News/News_Events/TATTOO-GIFT-CARD,TATTOO GIFT CARD -,100,1,TATTOO · DRAW · PIERCING · VIDEO · Our News · Special Thanks · News & Events · Book Now! Contact Us. Our News \ News & Events. TATTOO GIFT CARD. back.,data\discovery\mega-harvest-v6\clean-v6\review.csv | data\discovery\review-universe-v1\still-review.csv
REJECT,editorial_reseller_platform_or_promo_signal,naos-optics.com,Naos,https://www.naos-optics.com/en-eu/products/naos-gift-card?srsltid=AfmBOorLIP5X0dwstG2EH52-8s3yODLSLG0J1hCzaJy4Bgz-LdvbtpzU,Naos - Gift Card,100,5,"Surprise your loved ones with a gift card, applicable to all our products ... info@naos-optics.com. Born in Belgium. BE0786.373.258. Newsletter. Stay up ...",data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv | data\discovery\review-universe-v1\still-review.csv
REJECT,editorial_reseller_platform_or_promo_signal,nellasina.de,Gift voucher,https://nellasina.de/en/products/gift-voucher?srsltid=AfmBOooNlou2p8kY5do1FCs_9ml3j4Vqp4rvXK7iDC6CDeHd7luVRKD7,Gift voucher,100,5,"Gift voucher. Sale price€25,00. Tax included. Shipping calculated at ... Jewelry care · Together for Animals · Events · Newsletter. INFO. About us · Engraving ...",data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv | data\discovery\review-universe-v1\still-review.csv
REJECT,support_news_blog_dev_or_promo_subdomain,news.gtp.gr,Sabre: Eleventh-hour Christmas Shoppers are Driving a Boom ...,https://news.gtp.gr/2023/12/13/sabre-eleventh-hour-christmas-shoppers-are-driving-a-boom-in-hotel-gift-card-sales/,Sabre: Eleventh-hour Christmas Shoppers are Driving a Boom ...,60,6,"... technology provider. The hotel gift card industry is burgeoning; currently worth around $60bn, and growing year-on-year at an average rate ...",data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv | data\discovery\review-universe-v1\still-review.csv
REJECT,support_news_blog_dev_or_promo_subdomain,news.travelling.gr,Celebrity Cruises Hires Agnes Fasano as Global Marketing ...,https://news.travelling.gr/2023/03/celebrity-cruises-hires-agnes-fasano-as-global-marketing-manager-for-corporate-groups-charters-gift-cards/,Celebrity Cruises Hires Agnes Fasano as Global Marketing ...,55,1,"She now joins Celebrity, with 15 years of experience within the cruise industry, in Marketing and the gift card market. Fasano's passion for ...",data\discovery\mega-harvest-v6\clean-v6\review.csv | data\discovery\review-universe-v1\still-review.csv
REJECT,editorial_reseller_platform_or_promo_signal,newsbeast.gr,Επιστήμονες αποθήκευσαν στο DNA μια δωροκάρτα και μια ταινία,https://www.newsbeast.gr/technology/news/arthro/2601421/epistimones-apothikefsan-sto-dna-mia-dorokarta-ke-mia-tenia,Επιστήμονες αποθήκευσαν στο DNA μια δωροκάρτα και μια ταινία,80,1,"Επιστήμονες αποθήκευσαν στο DNA μια δωροκάρτα και μια ταινία. Το μόριο της ... δωροκάρτα Amazon αξίας 50 δολαρίων, έναν ιό υπολογιστή, μία πλάκα Pioneer ...",data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv
REJECT,editorial_reseller_platform_or_promo_signal,niche-beauty.com,Gift Cards,https://www.niche-beauty.com/en-de/info/gift-cards,Gift Cards,100,4,"CLEAN IS COOL! the Studio · Beauty Deals · 2 Free Samples · Gift Card · Newsletter ... Portugal, Puerto Rico, Qatar, Reunion, Romania, Saint Kitts and Nevis ...",data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\review-universe-v1\still-review.csv
REJECT,editorial_reseller_platform_or_promo_signal,ovationincentives.com,New Gift Card Retailers in Poland,https://www.ovationincentives.com/news/poland-catalogue-update,New Gift Card Retailers in Poland,80,5,"... Poland! Unlock superior gift card options and enhance your rewards and incentive program. ... Their range includes fragrance, colour cosmetics, skincare, haircare ...",data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\review-universe-v1\still-review.csv
REJECT,editorial_reseller_platform_or_promo_signal,popaganda.gr,To Taxibeat παρουσιάζει τις Taxibeat Gift Cards. Κάντε ένα ...,https://www.popaganda.gr/newstrack/taxibeat-gift-cards-dora/,To Taxibeat παρουσιάζει τις Taxibeat Gift Cards. Κάντε ένα ...,100,4,Η Taxibeat Gift Card είναι μια ηλεκτρονική δωροκάρτα που μπορεί να εξαργυρωθεί σε διαδρομές ταξί. ... Το deja vu των Pet Shop Boys και η ...,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv | data\discovery\review-universe-v1\still-review.csv
REJECT,support_news_blog_dev_or_promo_subdomain,promo.lainasprinting.gr,Gift card box Hako - White,https://promo.lainasprinting.gr/en/gift-card-box-hako--white---PP43080.3,Gift card box Hako - White,100,2,"Gift card box Hako - White ... Select from available print options and get product price including your individual printing. And finish your order online. ... 1+ 2, ...",data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\review-universe-v1\still-review.csv | data\discovery\review-universe-v4-1\manual-review.csv
REJECT,editorial_reseller_platform_or_promo_signal,radissonhotels.com,Gift card terms and conditions,https://www.radissonhotels.com/en-us/gift-card/terms-and-conditions,Gift card terms and conditions,100,4,"... Poland, Portugal, Saudi Arabia, Serbia, Slovakia, Slovenia, Spain, Sweden ... Upon purchase of the Gift Card at a hotel, no handling or delivery charges apply.",data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\review-universe-v1\still-review.csv
REJECT,editorial_reseller_platform_or_promo_signal,smartcdkeys.com,Buy Cineworld Cinema Gift Cards - Compare Prices,https://smartcdkeys.com/gr/agora-gift-cards/cineworld-cinema,Buy Cineworld Cinema Gift Cards - Compare Prices,100,4,Greece (EUR); Hungary (HUF); CIS; Russia / CIS (RUB); Ukraine (UAH); Turkey ... Cineworld Cinema 20 GBP Gift Card από $31.36 £1.15 per £1 Cineworld Cinema ...,data\discovery\mass-harvest-v5\clean-v5.3\greece-market-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv | data\discovery\review-universe-v1\still-review.csv
REJECT,editorial_reseller_platform_or_promo_signal,sourceforge.net,Best Gift Card Software in Europe - Page 2,https://sourceforge.net/software/gift-card/europe/?page=2,Best Gift Card Software in Europe - Page 2,100,4,Compare the Top Gift Card Software in Europe as of June 2026 - Page 2 · Ackroo · Enjovia · Yiftee · Rise.ai · Ellacard · Novus Loyalty · NGC · Giftly.,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\review-universe-v1\still-review.csv
REJECT,support_news_blog_dev_or_promo_subdomain,staging.bestwishes.gr,Δωροκάρτα - Bestwishes - WPB Jewelry - Bestwishes,https://staging.bestwishes.gr/en/product-category/dwrokarta/,Δωροκάρτα - Bestwishes - WPB Jewelry - Bestwishes,80,1,Δωροκάρτα Bestwishes: Χαρίστε μία δωροκάρτα και ... Clothing · Diapers · Mumz · Toys · Men · Accessories · Bags ... Δωροκάρτα. Διαλέξτε το ποσό που επιθυμείτε ...,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv
REJECT,support_news_blog_dev_or_promo_subdomain,support.apple.com,"Πώς να εξαργυρώσετε τη δωροκάρτα Apple Gift Card, την ...",https://support.apple.com/el-gr/118242,"Πώς να εξαργυρώσετε τη δωροκάρτα Apple Gift Card, την ...",85,6,"... Gift Card. Εξαργυρώστε τη δωροκάρτα σας στο App Store ή στην εφαρμογή Apple Music, για να τη χρησιμοποιήσετε για αγορές στοιχείων, όπως εφαρμογών, συνδρομών ...",data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv | data\discovery\review-universe-v2\manual-review.csv
REJECT,support_news_blog_dev_or_promo_subdomain,support.only.com,Gift card – Home page - ONLY,https://support.only.com/hc/en-gr/sections/10146879330321-Gift-card,Gift card – Home page - ONLY,100,1,Home page · Payment & Gift cards · Gift card. Gift card. BESTSELLER's electronic gift card terms of use · Home page. English (Greece) ... (Ελλάδα) English (Austria) ...,data\discovery\mass-harvest-v5\clean-v5.3\greece-market-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv
REJECT,support_news_blog_dev_or_promo_subdomain,support.spotify.com,Δωροκάρτες Spotify,https://support.spotify.com/gr/article/gift-cards/,Δωροκάρτες Spotify,100,1,Η δωροκάρτα τίθεται σε ισχύ είτε στην επόμενη ημερομηνία πληρωμής του ... Fitness με το Spotify · Οι ενημερώσεις σου · Μηνύματα Spotify. Δυνατότητες στα ...,data\discovery\mega-harvest-v6\clean-v6\review.csv | data\discovery\review-universe-v2\manual-review.csv
REJECT,editorial_reseller_platform_or_promo_signal,syrostoday.gr,Φέτος χαρίστε μια Δωροεπιταγή σαν Χριστουγεννιάτικο Δώρo ...,https://www.syrostoday.gr/News/154657-Fetos-xariste-mia-Doroepitagi-san-Xristoygenniatiko-Doro-apo-ta-Kois-Optics.aspx,Φέτος χαρίστε μια Δωροεπιταγή σαν Χριστουγεννιάτικο Δώρo ...,80,2,Φέτος τα Χριστούγεννα χαρίστε στα αγαπημένα σας πρόσωπα μια Δωροεπιταγή από τα καταστήματα Kois Optics. Τα Kois Optics σας εύχονται Καλές Γιορτές.,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\review-universe-v1\still-review.csv | data\discovery\review-universe-v4-1\manual-review.csv
REJECT,editorial_reseller_platform_or_promo_signal,taxheaven.gr,gift card,https://www.taxheaven.gr/forum/topics/596/gift-card-doroepitaghes,gift card-δωροεπιταγές,100,1,"gift card-δωροεπιταγές. M. masimakopoulos_dtas. 18 ερωτήσεις έχουν τεθεί. 6 απαντήσεις έχουν δοθεί. Τέθηκε στις Jul 24, 2024, 3:39 PM 142 views. Δεν μπορείτε να ...",data\discovery\mega-harvest-v6\clean-v6\review.csv
REJECT,support_news_blog_dev_or_promo_subdomain,tickets.in.gr,Δωροκάρτα (art pass) | Εισιτήρια online! - Tickets - In.gr,https://tickets.in.gr/gr-el/tickets/theater/dorokarta-art-pass/,Δωροκάρτα (art pass) | Εισιτήρια online! - Tickets - In.gr,85,1,"Δωροκάρτα ΚΘΒΕ. Art pass. Βάλε την τέχνη σε ένα δώρο! Ένα δώρο γεμάτο πολιτισμό και τέχνη για κάθε λόγο και με κάθε αφορμή! Για τα γενέθλια, την ονομαστική ...",data\discovery\mega-harvest-v6\clean-v6\review.csv | data\discovery\review-universe-v1\still-review.csv | data\discovery\review-universe-v4-1\manual-review.csv
REJECT,editorial_reseller_platform_or_promo_signal,tripadvisor.co.uk,Where can I purchase a prepaid VISA gift card in Austria ?,https://www.tripadvisor.co.uk/ShowTopic-g190410-i146-k14753603-Where_can_I_purchase_a_prepaid_VISA_gift_card_in_Austria-Austria.html,Where can I purchase a prepaid VISA gift card in Austria ?,100,5,Where can I purchase a prepaid VISA gift card in Austria ? Dan S. •. 1 forum post.,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\review-universe-v1\still-review.csv
REJECT,editorial_reseller_platform_or_promo_signal,uk.finance.yahoo.com,Italy Gift Card Business and Investment Report 2026,https://uk.finance.yahoo.com/news/italy-gift-card-business-investment-154400997.html,Italy Gift Card Business and Investment Report 2026,100,4,"Italy Gift Card Business and Investment Report 2026: A $10.98 Billion Market by 2030 Featuring Selex, Conad, Crai, Gruppo Vege, Esselunga, ...",data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\review-universe-v1\still-review.csv
REJECT,editorial_reseller_platform_or_promo_signal,yiannislucacos.gr,Όροι & Προϋποθέσεις Χρήσης Gift Card,https://www.yiannislucacos.gr/page/oroi-proypotheseis-hrisis-gift-card,Όροι & Προϋποθέσεις Χρήσης Gift Card,100,1,... Gift Card Terms & Conditions. 1. General. The gift card may be used exclusively at the restaurant and is subject to the following terms and conditions. 2 ...,data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\review-universe-v1\still-review.csv
REJECT,editorial_reseller_platform_or_promo_signal,zamanos.gr,gift voucher,https://zamanos.gr/news/tag/gift-voucher,gift voucher,100,1,zamanos optics · Το καλάθι μου. Το καλάθι μου. Κλείσιμο Δεν έχετε προϊόντα ... gift voucher. Δωροεπιταγές από τα καταστήματά μας. Αναρτήθηκε: Δεκεβρίου 21 ...,data\discovery\mega-harvest-v6\clean-v6\review.csv | data\discovery\review-universe-v1\still-review.csv
